Provider State,DRG Definition,Provider Id,Average Total Payments,Average Covered Charges,Total Discharges
ID,066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,7,5519.567142857143,14556.03,26.142857142857142
ID,069 - TRANSIENT ISCHEMIA,5,4827.784,13698.794,22.2
ID,074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,1,6277.14,19603.86,14.0
ID,101 - SEIZURES W/O MCC,4,4936.7474999999995,15189.012499999999,18.5
ID,176 - PULMONARY EMBOLISM W/O MCC,7,6889.544285714285,17741.809999999998,27.571428571428573
ID,177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,7,13261.897142857142,30438.40142857143,27.857142857142858
ID,178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,4,9103.067500000001,22621.9925,27.25
ID,189 - PULMONARY EDEMA & RESPIRATORY FAILURE,9,8503.633333333333,22833.2,41.55555555555556
ID,190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,9,7633.447777777777,20294.20111111111,29.88888888888889
ID,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,7,6409.53,16466.992857142857,26.285714285714285
ID,192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,4,4731.7699999999995,15466.005000000001,21.75
ID,193 - SIMPLE PNEUMONIA & PLEURISY W MCC,9,9731.554444444444,24233.614444444444,42.333333333333336
ID,194 - SIMPLE PNEUMONIA & PLEURISY W CC,9,6549.998888888888,17466.803333333333,49.333333333333336
ID,195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,5,4656.966,13019.234,23.8
ID,202 - BRONCHITIS & ASTHMA W CC/MCC,1,6123.47,15242.67,15.0
ID,207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,2,33793.630000000005,87528.13500000001,14.5
ID,208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,6,16845.733333333334,48340.27333333332,27.833333333333332
ID,238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,6,20864.468333333334,69852.77333333333,23.0
ID,243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,5,17516.778,48816.880000000005,14.2
ID,244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,6,13872.595,41188.96,17.666666666666668
ID,246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,4,24340.1725,77576.67499999999,19.5
ID,247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,8,13951.650000000001,50002.34125,45.125
ID,249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,4,11753.974999999999,42525.19,20.25
ID,251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,2,13313.95,57575.42,17.5
ID,252 - OTHER VASCULAR PROCEDURES W MCC,3,22862.826666666664,54611.45333333333,13.333333333333334
ID,253 - OTHER VASCULAR PROCEDURES W CC,6,16258.205000000002,45030.58833333334,18.333333333333332
ID,254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,5,11556.436,35731.094,16.8
ID,"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",5,11403.524,29568.707999999995,19.4
ID,"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",5,7127.8279999999995,21745.352000000003,20.6
ID,"282 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W/O CC/MCC",4,5217.105,21485.512499999997,18.0
ID,"287 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W/O MCC",6,7291.78,24908.763333333332,38.0
ID,291 - HEART FAILURE & SHOCK W MCC,9,9748.266666666666,23423.14777777778,41.22222222222222
ID,292 - HEART FAILURE & SHOCK W CC,10,6594.689,17286.934,35.6
ID,293 - HEART FAILURE & SHOCK W/O CC/MCC,5,4421.746000000001,12541.189999999999,23.0
ID,300 - PERIPHERAL VASCULAR DISORDERS W CC,1,6653.46,24970.04,24.0
ID,301 - PERIPHERAL VASCULAR DISORDERS W/O CC/MCC,1,4121.46,12612.77,13.0
ID,305 - HYPERTENSION W/O MCC,1,3623.75,9040.0,12.0
ID,308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,8,8383.65875,25204.98,22.0
ID,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,8,5437.38,15362.726249999998,29.25
ID,310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,8,3703.79,10738.427499999998,29.25
ID,312 - SYNCOPE & COLLAPSE,7,4635.954285714286,13671.488571428568,22.857142857142858
ID,313 - CHEST PAIN,5,3517.704,13174.816,19.8
ID,314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,5,13350.153999999999,30398.152000000002,20.6
ID,315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,2,6586.530000000001,25187.4,15.0
ID,329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,5,42894.98800000001,105949.46399999999,22.4
ID,330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,8,16980.505,45604.92125,24.875
ID,331 - MAJOR SMALL & LARGE BOWEL PROCEDURES W/O CC/MCC,4,10447.494999999999,31800.552499999998,20.5
ID,371 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W MCC,1,16160.82,27096.18,11.0
ID,372 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC,3,7658.62,18602.153333333332,20.666666666666668
ID,377 - G.I. HEMORRHAGE W MCC,5,11577.896,30850.541999999998,17.4
ID,378 - G.I. HEMORRHAGE W CC,9,6670.031111111111,17426.516666666666,41.55555555555556
ID,379 - G.I. HEMORRHAGE W/O CC/MCC,2,4483.2,13849.939999999999,13.5
ID,389 - G.I. OBSTRUCTION W CC,7,6110.682857142857,17448.825714285715,25.142857142857142
ID,390 - G.I. OBSTRUCTION W/O CC/MCC,6,4341.636666666667,11715.256666666666,19.166666666666668
ID,"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",5,8248.094000000001,24358.838000000003,18.6
ID,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",10,4976.805,14295.217,44.0
ID,394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,7,6599.707142857143,18088.682857142856,17.571428571428573
ID,418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,4,11361.599999999999,32666.085,17.0
ID,439 - DISORDERS OF PANCREAS EXCEPT MALIGNANCY W CC,4,7639.512500000001,20139.4825,15.75
ID,460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,10,25769.157,72089.011,55.1
ID,469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,6,20917.025,52387.22666666666,18.666666666666668
ID,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,12,14229.847499999998,38671.23916666667,202.25
ID,473 - CERVICAL SPINAL FUSION W/O CC/MCC,6,14272.605000000001,37639.6,27.666666666666668
ID,480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC,4,20025.920000000002,48884.85249999999,20.0
ID,481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,9,12319.734444444444,35107.49444444444,29.555555555555557
ID,482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,5,10250.606,27489.7,18.4
ID,491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,3,7309.816666666667,22818.25,39.666666666666664
ID,536 - FRACTURES OF HIP & PELVIS W/O MCC,3,4673.670000000001,13012.373333333331,21.333333333333332
ID,552 - MEDICAL BACK PROBLEMS W/O MCC,6,5618.188333333334,15788.316666666666,23.666666666666668
ID,"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",2,4536.85,13008.65,12.5
ID,602 - CELLULITIS W MCC,2,9058.6,21846.07,12.5
ID,603 - CELLULITIS W/O MCC,7,5535.5,16591.585714285713,30.714285714285715
ID,638 - DIABETES W CC,4,5366.305,16180.9275,17.75
ID,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",7,7524.864285714285,20147.739999999998,22.428571428571427
ID,"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",9,4689.0777777777785,12950.312222222223,36.111111111111114
ID,682 - RENAL FAILURE W MCC,9,10884.560000000001,25327.74444444444,30.666666666666668
ID,683 - RENAL FAILURE W CC,9,6808.253333333333,17273.42888888889,43.333333333333336
ID,684 - RENAL FAILURE W/O CC/MCC,1,4013.17,11630.5,12.0
ID,689 - KIDNEY & URINARY TRACT INFECTIONS W MCC,6,7620.548333333333,18232.704999999998,15.166666666666666
ID,690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,10,4959.192,13331.36,30.9
ID,698 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W MCC,2,10160.11,22003.6,20.5
ID,699 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W CC,1,6306.69,21821.12,26.0
ID,811 - RED BLOOD CELL DISORDERS W MCC,1,7627.89,13444.37,19.0
ID,812 - RED BLOOD CELL DISORDERS W/O MCC,4,9795.2025,14065.152500000002,23.0
ID,853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,6,39130.431666666664,110909.70166666666,19.166666666666668
ID,870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,3,49125.293333333335,166989.82666666666,15.0
ID,871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,9,12834.283333333333,33638.90888888888,147.66666666666666
ID,872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,10,7212.065,18392.77,46.7
ID,885 - PSYCHOSES,4,6124.07,19408.2,130.25
ID,897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,4,4054.4925,12362.3475,17.0
ID,917 - POISONING & TOXIC EFFECTS OF DRUGS W MCC,7,10440.11,28632.25571428571,17.428571428571427
ID,918 - POISONING & TOXIC EFFECTS OF DRUGS W/O MCC,7,4169.045714285714,11929.585714285715,18.571428571428573
ID,948 - SIGNS & SYMPTOMS W/O MCC,4,4240.8575,14604.272500000001,22.75
IL,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,45,7640.730888888888,34835.641999999985,24.955555555555556
IL,057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,70,6701.372999999999,23976.99971428571,25.885714285714286
IL,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,81,13163.96358024691,47846.011728395075,36.592592592592595
IL,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,101,7995.860198019805,31205.032574257446,53.35643564356435
IL,066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,87,5902.358045977013,25179.65793103448,29.96551724137931
IL,069 - TRANSIENT ISCHEMIA,104,5187.311826923075,22409.39615384615,42.15384615384615
IL,074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,59,6728.986949152542,26399.894067796613,22.983050847457626
IL,101 - SEIZURES W/O MCC,88,5506.092840909089,21580.44363636363,30.625
IL,149 - DYSEQUILIBRIUM,68,4584.4925,19423.57485294117,25.470588235294116
IL,176 - PULMONARY EMBOLISM W/O MCC,76,7496.906842105263,28520.48815789473,25.18421052631579
IL,177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,85,13734.072235294114,51944.15047058821,35.94117647058823
IL,178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,89,9723.501910112354,34813.698089887635,28.84269662921348
IL,189 - PULMONARY EDEMA & RESPIRATORY FAILURE,89,8689.274943820223,34723.94539325843,39.02247191011236
IL,190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,117,8068.204444444449,30989.803076923068,61.06837606837607
IL,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,121,6659.354710743802,24156.92190082644,58.80165289256198
IL,192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,114,5021.768245614034,19065.67333333333,41.42982456140351
IL,193 - SIMPLE PNEUMONIA & PLEURISY W MCC,115,10251.750521739137,38885.27156521739,51.165217391304346
IL,194 - SIMPLE PNEUMONIA & PLEURISY W CC,124,7041.103709677421,25883.418548387086,73.37903225806451
IL,195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,106,4869.046320754717,18661.62367924528,32.764150943396224
IL,202 - BRONCHITIS & ASTHMA W CC/MCC,73,6120.41780821918,22440.158767123292,23.17808219178082
IL,207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,52,38158.59769230768,130267.48846153848,17.826923076923077
IL,208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,91,16529.49087912088,65432.142967032996,30.45054945054945
IL,238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,51,22823.704313725495,97157.6256862745,30.529411764705884
IL,243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,51,18566.78823529412,72188.9894117647,23.54901960784314
IL,244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,47,13959.029999999993,59562.97680851061,20.5531914893617
IL,246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,47,23743.007872340422,97957.26595744683,24.29787234042553
IL,247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,81,15796.91580246914,71860.63679012342,60.81481481481482
IL,249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,45,13662.66266666666,65951.608,25.244444444444444
IL,251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,34,14236.938235294117,70867.29088235293,35.38235294117647
IL,252 - OTHER VASCULAR PROCEDURES W MCC,58,22882.75344827588,90539.9674137931,27.20689655172414
IL,253 - OTHER VASCULAR PROCEDURES W CC,69,18988.243623188406,80275.7656521739,29.3768115942029
IL,254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,46,13096.591086956525,58219.11956521737,23.26086956521739
IL,"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",93,11881.185913978497,46494.06763440861,31.462365591397848
IL,"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",70,7833.881857142856,32538.79928571429,22.3
IL,"282 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W/O CC/MCC",36,5380.759444444443,25317.42305555555,16.805555555555557
IL,"286 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W MCC",55,15207.518545454552,60365.87890909089,21.072727272727274
IL,"287 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W/O MCC",88,8286.413977272723,38635.99295454545,61.0
IL,291 - HEART FAILURE & SHOCK W MCC,118,10506.538135593217,37076.939745762735,79.44067796610169
IL,292 - HEART FAILURE & SHOCK W CC,125,7084.716320000003,24462.006000000016,85.424
IL,293 - HEART FAILURE & SHOCK W/O CC/MCC,117,4660.898461538461,18011.057008547,36.034188034188034
IL,300 - PERIPHERAL VASCULAR DISORDERS W CC,83,6814.2968674698795,23787.538313253004,28.397590361445783
IL,301 - PERIPHERAL VASCULAR DISORDERS W/O CC/MCC,51,4829.272549019608,16710.111764705885,18.607843137254903
IL,303 - ATHEROSCLEROSIS W/O MCC,46,4007.0463043478267,16763.326304347825,17.58695652173913
IL,305 - HYPERTENSION W/O MCC,63,4563.840952380952,18003.77730158731,22.80952380952381
IL,308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,91,8537.671098901103,32162.825164835158,36.065934065934066
IL,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,104,5747.464134615386,21553.59653846153,50.71153846153846
IL,310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,111,4114.906576576577,16113.019909909914,46.369369369369366
IL,312 - SYNCOPE & COLLAPSE,113,5100.7098230088495,20186.058053097342,61.610619469026545
IL,313 - CHEST PAIN,111,3955.7140540540536,18075.82369369369,55.369369369369366
IL,314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,80,14085.281125000003,48179.917249999984,31.45
IL,315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,47,6960.112765957448,26702.131489361702,20.76595744680851
IL,329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,71,37249.020140845074,134310.595915493,23.887323943661972
IL,330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,80,18663.2225,71556.747375,29.675
IL,331 - MAJOR SMALL & LARGE BOWEL PROCEDURES W/O CC/MCC,25,13148.0176,48059.5888,19.64
IL,371 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W MCC,47,13860.97489361702,47628.23468085106,21.97872340425532
IL,372 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC,74,8585.922432432435,29146.756351351334,24.68918918918919
IL,377 - G.I. HEMORRHAGE W MCC,86,12402.891279069767,45158.8434883721,28.627906976744185
IL,378 - G.I. HEMORRHAGE W CC,113,7134.618053097347,26618.74867256638,62.89380530973451
IL,379 - G.I. HEMORRHAGE W/O CC/MCC,69,5235.604347826085,18538.57652173913,21.797101449275363
IL,389 - G.I. OBSTRUCTION W CC,87,6419.965977011492,24610.639655172414,31.06896551724138
IL,390 - G.I. OBSTRUCTION W/O CC/MCC,68,4529.511029411762,17800.957499999997,22.691176470588236
IL,"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",84,8584.838452380955,31806.449523809526,28.333333333333332
IL,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",123,5264.851544715447,20008.695691056906,98.72357723577235
IL,394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,85,7082.892705882355,25501.13929411765,28.55294117647059
IL,418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,47,12194.724042553187,51261.59234042553,20.70212765957447
IL,439 - DISORDERS OF PANCREAS EXCEPT MALIGNANCY W CC,49,7240.929795918366,28204.000612244898,18.3265306122449
IL,460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,51,29390.04274509804,101622.61941176468,46.411764705882355
IL,469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,43,21721.37860465116,82296.11720930233,19.348837209302324
IL,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,109,14983.988807339445,56830.68091743119,186.348623853211
IL,473 - CERVICAL SPINAL FUSION W/O CC/MCC,27,16329.004444444445,61822.12666666666,22.185185185185187
IL,480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC,38,20530.028947368417,81540.17289473684,18.157894736842106
IL,481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,98,12861.299897959185,53157.849387755086,37.58163265306123
IL,482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,40,10255.97975,43468.99075,17.0
IL,491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,47,7688.2914893617,36068.274893617025,26.21276595744681
IL,536 - FRACTURES OF HIP & PELVIS W/O MCC,52,4709.050192307693,18371.439615384614,19.403846153846153
IL,552 - MEDICAL BACK PROBLEMS W/O MCC,97,5828.481030927835,22328.86154639176,39.18556701030928
IL,"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",57,5081.005087719298,20065.89368421052,20.80701754385965
IL,602 - CELLULITIS W MCC,62,10302.839193548385,34584.74209677419,19.838709677419356
IL,603 - CELLULITIS W/O MCC,121,6006.2532231404975,18700.923471074373,64.66115702479338
IL,638 - DIABETES W CC,96,5884.659166666665,21620.461249999993,26.885416666666668
IL,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",89,7991.232696629212,28624.8724719101,32.853932584269664
IL,"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",124,4966.945403225808,17688.133467741936,64.25
IL,682 - RENAL FAILURE W MCC,100,11575.653999999999,39711.3734,51.88
IL,683 - RENAL FAILURE W CC,112,7159.73151785714,25002.32133928571,70.73214285714286
IL,684 - RENAL FAILURE W/O CC/MCC,50,4495.793200000001,16643.1268,18.74
IL,689 - KIDNEY & URINARY TRACT INFECTIONS W MCC,95,8144.249578947368,29573.93926315789,36.473684210526315
IL,690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,119,5461.726050420171,19481.710756302517,83.32773109243698
IL,698 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W MCC,59,11021.759322033897,39030.797457627115,28.728813559322035
IL,699 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W CC,56,7293.28017857143,25771.817499999997,24.464285714285715
IL,811 - RED BLOOD CELL DISORDERS W MCC,78,8846.418461538464,32464.11243589744,23.05128205128205
IL,812 - RED BLOOD CELL DISORDERS W/O MCC,115,5644.287652173913,20283.57121739131,46.14782608695652
IL,853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,76,39695.20381578948,132259.67092105266,29.56578947368421
IL,870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,50,40644.282999999996,139378.3836,22.82
IL,871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,117,13546.414871794876,48484.82623931624,141.5811965811966
IL,872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,107,7901.349813084116,29035.94915887851,51.757009345794394
IL,885 - PSYCHOSES,32,6945.984062500001,17621.055000000004,276.40625
IL,897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,56,5025.646071428572,15546.090535714286,65.57142857142857
IL,917 - POISONING & TOXIC EFFECTS OF DRUGS W MCC,29,10938.772068965518,40176.316896551725,15.206896551724139
IL,918 - POISONING & TOXIC EFFECTS OF DRUGS W/O MCC,58,4393.116206896552,17343.38224137931,20.17241379310345
IL,948 - SIGNS & SYMPTOMS W/O MCC,97,5017.290824742267,18844.36567010309,29.61855670103093
IN,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,35,6466.727428571428,27805.51657142857,31.742857142857144
IN,057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,26,6052.261153846154,19190.03076923077,24.846153846153847
IN,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,43,11292.289767441862,33147.52906976744,34.48837209302326
IN,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,59,6951.620677966101,22539.256610169497,46.57627118644068
IN,066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,48,5085.154374999999,18167.553749999995,30.8125
IN,069 - TRANSIENT ISCHEMIA,48,4676.295208333334,17115.708125,39.875
IN,074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,24,5845.570416666666,20867.141666666666,24.458333333333332
IN,101 - SEIZURES W/O MCC,36,4828.947500000001,15812.714166666668,30.083333333333332
IN,149 - DYSEQUILIBRIUM,25,4079.7848000000004,15953.9168,23.84
IN,176 - PULMONARY EMBOLISM W/O MCC,38,6465.953421052631,22499.024999999994,22.68421052631579
IN,177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,47,12250.132553191486,36747.139574468085,32.276595744680854
IN,178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,41,8711.547317073173,27688.329268292684,24.097560975609756
IN,189 - PULMONARY EDEMA & RESPIRATORY FAILURE,64,8081.292031249998,25689.393281249995,50.015625
IN,190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,71,7151.71,21936.84591549295,65.08450704225352
IN,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,71,5958.688873239437,18542.484788732396,61.83098591549296
IN,192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,72,4454.147083333333,14229.43791666667,43.75
IN,193 - SIMPLE PNEUMONIA & PLEURISY W MCC,64,9152.763750000002,28613.77953125,59.078125
IN,194 - SIMPLE PNEUMONIA & PLEURISY W CC,76,6259.510263157894,19898.586184210522,66.42105263157895
IN,195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,64,4366.375312500001,15359.262968750003,29.609375
IN,202 - BRONCHITIS & ASTHMA W CC/MCC,25,5483.3243999999995,16069.39,19.0
IN,207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,25,34493.742,103653.674,25.72
IN,208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,52,14634.749230769237,45910.96923076923,38.32692307692308
IN,238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,29,21461.364137931032,82249.80103448276,30.103448275862068
IN,243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,28,16774.42785714286,58680.75857142858,23.178571428571427
IN,244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,25,12650.070000000002,49209.7196,26.08
IN,246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,31,21539.80838709678,79463.90096774192,21.677419354838708
IN,247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,47,13555.00723404255,56764.67574468083,63.787234042553195
IN,249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,33,11823.56727272727,51670.09181818181,30.545454545454547
IN,251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,24,12469.622083333334,59003.71333333334,29.166666666666668
IN,252 - OTHER VASCULAR PROCEDURES W MCC,25,21194.083599999998,74057.98599999999,26.52
IN,253 - OTHER VASCULAR PROCEDURES W CC,33,17049.000909090908,64750.33393939394,27.272727272727273
IN,254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,28,11093.132142857145,44513.931785714296,29.035714285714285
IN,"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",45,10765.701333333334,34741.778222222216,32.48888888888889
IN,"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",38,7064.390000000002,25366.05736842105,25.42105263157895
IN,"282 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W/O CC/MCC",23,4767.023043478262,22501.366086956525,20.347826086956523
IN,"286 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W MCC",23,13324.504782608696,47198.714782608695,22.956521739130434
IN,"287 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W/O MCC",51,6897.520784313725,28671.654313725496,64.54901960784314
IN,291 - HEART FAILURE & SHOCK W MCC,72,9150.487916666669,27091.38833333334,65.31944444444444
IN,292 - HEART FAILURE & SHOCK W CC,77,6211.37051948052,18843.723896103897,72.6103896103896
IN,293 - HEART FAILURE & SHOCK W/O CC/MCC,60,4178.896000000001,13731.144999999997,36.166666666666664
IN,300 - PERIPHERAL VASCULAR DISORDERS W CC,36,6127.009722222222,20052.84138888889,24.305555555555557
