Provider State,DRG Definition,Provider Id,Average Total Payments,Average Covered Charges,Total Discharges,Average Medicare Payments
CA,"085 - TRAUMATIC STUPOR & COMA, COMA <1 HR W MCC",38,20035.070789473673,125913.17421052634,16.973684210526315,17830.9902631579
CA,"086 - TRAUMATIC STUPOR & COMA, COMA <1 HR W CC",45,11003.872888888889,78991.96400000002,19.733333333333334,9064.832
CA,"087 - TRAUMATIC STUPOR & COMA, COMA <1 HR W/O CC/MCC",31,8243.139354838711,64016.02774193548,16.677419354838708,6430.29064516129
CA,089 - CONCUSSION W CC,1,6679.37,64795.47,19.0,5607.11
CA,091 - OTHER DISORDERS OF NERVOUS SYSTEM W MCC,30,15095.160000000002,92468.76333333334,18.533333333333335,13365.678333333333
CA,092 - OTHER DISORDERS OF NERVOUS SYSTEM W CC,50,8363.505,52235.61140000001,17.36,7166.466400000001
CA,093 - OTHER DISORDERS OF NERVOUS SYSTEM W/O CC/MCC,3,7167.2300000000005,50280.966666666674,16.333333333333332,5531.803333333333
CA,100 - SEIZURES W MCC,65,15036.169692307689,87665.16430769229,18.56923076923077,13361.197538461545
CA,101 - SEIZURES W/O MCC,97,7606.4707216494835,46659.777319587636,20.670103092783506,6263.622680412373
CA,103 - HEADACHES W/O MCC,8,9042.228749999998,46821.661250000005,15.75,5941.142500000001
CA,129 - MAJOR HEAD & NECK PROCEDURES W CC/MCC OR MAJOR DEVICE,3,38348.04,205769.17,17.333333333333332,33047.72
CA,130 - MAJOR HEAD & NECK PROCEDURES W/O CC/MCC,2,18758.68,133863.315,14.0,15065.275
CA,132 - CRANIAL/FACIAL PROCEDURES W/O CC/MCC,1,18606.09,120318.36,11.0,16661.82
CA,"133 - OTHER EAR, NOSE, MOUTH & THROAT O.R. PROCEDURES W CC/MCC",2,25879.395,93686.255,15.5,22486.14
CA,"134 - OTHER EAR, NOSE, MOUTH & THROAT O.R. PROCEDURES W/O CC/MCC",2,14437.75,83358.005,22.0,11046.985
CA,149 - DYSEQUILIBRIUM,30,6244.705666666667,42593.66800000001,16.666666666666668,4741.766
CA,152 - OTITIS MEDIA & URI W MCC,3,10725.12,80327.48666666665,15.666666666666666,8708.269999999999
CA,153 - OTITIS MEDIA & URI W/O MCC,30,7232.737666666667,45264.52333333333,17.0,5389.283666666666
CA,"155 - OTHER EAR, NOSE, MOUTH & THROAT DIAGNOSES W CC",1,8775.79,106712.29,14.0,6671.36
CA,158 - DENTAL & ORAL DISEASES W CC,1,5859.27,55501.36,11.0,4697.18
CA,163 - MAJOR CHEST PROCEDURES W MCC,22,50576.63636363635,315850.2145454546,15.272727272727273,45780.40772727274
CA,164 - MAJOR CHEST PROCEDURES W CC,32,24084.066562500004,150206.30875,25.0,21027.721562499995
CA,165 - MAJOR CHEST PROCEDURES W/O CC/MCC,19,17394.54263157895,99008.21157894738,20.842105263157894,14881.46
CA,166 - OTHER RESP SYSTEM O.R. PROCEDURES W MCC,24,37313.690416666665,233833.42208333334,15.541666666666666,34072.63791666666
CA,167 - OTHER RESP SYSTEM O.R. PROCEDURES W CC,7,18445.352857142858,97576.80714285713,15.714285714285714,16329.22857142857
CA,175 - PULMONARY EMBOLISM W MCC,29,13625.625172413795,93661.52344827587,15.0,12206.752758620689
CA,176 - PULMONARY EMBOLISM W/O MCC,68,9145.09808823529,56714.21823529412,18.529411764705884,7211.7427941176475
CA,177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,154,17317.772727272724,103679.38675324676,36.04545454545455,15821.549740259732
CA,178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,114,12513.862192982451,75212.31947368421,22.412280701754387,11059.846491228078
CA,179 - RESPIRATORY INFECTIONS & INFLAMMATIONS W/O CC/MCC,2,8711.11,51695.71000000001,12.0,6509.465
CA,180 - RESPIRATORY NEOPLASMS W MCC,35,16302.266857142853,90553.19514285713,16.085714285714285,13996.581428571435
CA,181 - RESPIRATORY NEOPLASMS W CC,19,12506.917368421051,64879.8247368421,15.052631578947368,10411.97947368421
CA,183 - MAJOR CHEST TRAUMA W MCC,2,18676.95,119503.45999999999,11.5,16689.96
CA,184 - MAJOR CHEST TRAUMA W CC,7,9752.137142857142,81990.38142857143,15.857142857142858,8146.451428571428
CA,186 - PLEURAL EFFUSION W MCC,10,14303.783999999996,99448.13799999999,12.8,13145.572
CA,187 - PLEURAL EFFUSION W CC,3,10327.213333333335,73280.50666666667,11.333333333333334,8871.013333333332
CA,189 - PULMONARY EDEMA & RESPIRATORY FAILURE,188,11732.215159574469,74027.0432978724,40.17553191489362,10464.798723404247
CA,190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,206,10963.202087378644,63133.10456310681,41.33495145631068,9736.603203883491
CA,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,188,9101.514361702126,50140.871170212755,31.01595744680851,7805.88382978723
CA,192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,120,7178.667833333332,41402.33433333335,21.033333333333335,5963.486416666665
CA,193 - SIMPLE PNEUMONIA & PLEURISY W MCC,213,13213.05450704226,75001.0017840376,45.36619718309859,11844.784366197176
CA,194 - SIMPLE PNEUMONIA & PLEURISY W CC,218,9412.401743119262,50866.25802752294,43.35321100917431,8041.109954128442
CA,195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,123,6784.363983739837,40235.259593495946,20.15447154471545,5434.0294308943085
CA,196 - INTERSTITIAL LUNG DISEASE W MCC,6,17627.225,117009.39000000001,12.833333333333334,14396.631666666668
CA,199 - PNEUMOTHORAX W MCC,1,12802.73,39814.64,11.0,11547.0
CA,200 - PNEUMOTHORAX W CC,1,8895.92,91673.0,12.0,7954.5
CA,202 - BRONCHITIS & ASTHMA W CC/MCC,84,8517.761071428573,50465.09011904762,19.202380952380953,7039.4047619047615
CA,203 - BRONCHITIS & ASTHMA W/O CC/MCC,13,6847.1461538461535,47692.21923076923,14.461538461538462,5217.786153846154
CA,204 - RESPIRATORY SIGNS & SYMPTOMS,13,7107.582307692308,52963.46538461539,13.307692307692308,5811.316923076923
CA,205 - OTHER RESPIRATORY SYSTEM DIAGNOSES W MCC,7,22328.890000000003,123898.86,27.571428571428573,17683.608571428573
CA,206 - OTHER RESPIRATORY SYSTEM DIAGNOSES W/O MCC,23,8640.261739130434,52140.898695652184,17.434782608695652,6952.022608695652
CA,207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,83,49180.08530120482,302142.9536144579,16.40963855421687,45764.13084337349
CA,208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,139,22196.376115107916,143944.3937410073,24.20863309352518,20387.60417266186
CA,216 - CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W CARD CATH W MCC,16,98967.98875,624087.846875,15.375,91998.671875
CA,217 - CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W CARD CATH W CC,1,53637.81,239676.38,16.0,52237.31
CA,219 - CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W MCC,37,79361.81027027026,447691.77486486494,28.16216216216216,73118.17891891891
CA,220 - CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,41,49035.668292682916,314667.3109756098,30.48780487804878,44210.90658536585
CA,221 - CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W/O CC/MCC,3,41095.933333333334,238557.59,19.666666666666668,35806.763333333336
CA,226 - CARDIAC DEFIBRILLATOR IMPLANT W/O CARDIAC CATH W MCC,1,72034.92,564114.5,12.0,68872.67
CA,227 - CARDIAC DEFIBRILLATOR IMPLANT W/O CARDIAC CATH W/O MCC,6,52707.48833333334,259051.86833333332,15.0,48975.71
CA,228 - OTHER CARDIOTHORACIC PROCEDURES W MCC,2,86285.975,229743.97499999998,12.5,77911.13
CA,229 - OTHER CARDIOTHORACIC PROCEDURES W CC,2,46902.545,371273.45999999996,30.5,44206.979999999996
CA,230 - OTHER CARDIOTHORACIC PROCEDURES W/O CC/MCC,1,35315.18,238812.29,17.0,34213.76
CA,233 - CORONARY BYPASS W CARDIAC CATH W MCC,30,70102.47266666665,443474.1683333332,16.433333333333334,64001.15233333332
CA,234 - CORONARY BYPASS W CARDIAC CATH W/O MCC,34,42566.54176470588,303780.8211764706,16.705882352941178,37594.59588235292
CA,235 - CORONARY BYPASS W/O CARDIAC CATH W MCC,11,58074.28272727272,373097.6754545454,16.636363636363637,54016.516363636365
CA,236 - CORONARY BYPASS W/O CARDIAC CATH W/O MCC,35,35938.28914285713,244975.3028571429,19.17142857142857,31183.066571428575
CA,237 - MAJOR CARDIOVASC PROCEDURES W MCC,54,52837.71870370371,297440.49759259267,16.444444444444443,47988.55981481482
CA,238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,62,30191.89241935483,162851.18596774194,25.14516129032258,27665.439354838716
CA,239 - AMPUTATION FOR CIRC SYS DISORDERS EXC UPPER LIMB & TOE W MCC,3,45294.03,239748.05666666667,12.666666666666666,41079.00666666666
CA,240 - AMPUTATION FOR CIRC SYS DISORDERS EXC UPPER LIMB & TOE W CC,2,17292.83,60739.55,14.5,16885.934999999998
CA,242 - PERMANENT CARDIAC PACEMAKER IMPLANT W MCC,47,31631.308085106368,170368.37957446807,15.914893617021276,29654.821276595758
CA,243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,77,22647.81649350649,121972.52363636362,17.87012987012987,20746.28389610389
CA,244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,41,18046.75414634146,99906.98121951218,14.878048780487806,16517.85585365854
CA,246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,96,29895.578750000004,191805.6868750001,25.28125,27226.39656250001
CA,247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,121,19065.806611570242,124617.40652892561,40.16528925619835,16248.204132231409
CA,248 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W MCC OR 4+ VES/STENTS,6,26682.16,166258.88833333334,14.166666666666666,23846.21166666667
CA,249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,18,15625.80166666667,119562.10722222223,14.0,13932.210555555554
CA,250 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W MCC,17,36300.20941176471,228086.53,18.235294117647058,33265.343529411766
CA,251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,39,19489.765641025642,135091.81256410258,26.28205128205128,16822.993846153844
CA,252 - OTHER VASCULAR PROCEDURES W MCC,92,30569.241956521735,158705.75652173915,24.08695652173913,28732.549565217396
CA,253 - OTHER VASCULAR PROCEDURES W CC,72,24355.331388888895,149406.13513888893,21.59722222222222,21798.697083333336
CA,254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,24,16066.188333333332,100518.79541666665,15.458333333333334,14391.512083333333
CA,256 - UPPER LIMB & TOE AMPUTATION FOR CIRC SYSTEM DISORDERS W CC,1,14368.73,63252.82,11.0,13026.27
CA,264 - OTHER CIRCULATORY SYSTEM O.R. PROCEDURES,36,27340.31166666666,150513.6325,15.944444444444445,25263.748611111103
CA,266 - ENDOVASCULAR CARDIAC VALVE REPLACEMENT W MCC,17,77504.42294117647,365899.86235294124,31.764705882352942,74891.6911764706
CA,267 - ENDOVASCULAR CARDIAC VALVE REPLACEMENT W/O MCC,20,59783.147,273382.8720000001,39.3,57805.741
CA,"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",169,15077.683254437876,90004.75171597638,27.189349112426036,13710.380414201178
CA,"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",110,9650.675818181817,59692.351181818216,19.181818181818183,8050.524999999998
CA,"282 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W/O CC/MCC",33,7122.4918181818175,45871.08242424241,15.212121212121213,5664.591515151515
CA,"283 - ACUTE MYOCARDIAL INFARCTION, EXPIRED W MCC",14,16490.190714285713,96901.38714285714,11.857142857142858,15097.645
CA,"286 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W MCC",64,21683.70890625001,134154.5834375,20.265625,19611.60328125
CA,"287 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W/O MCC",123,11019.276666666661,75003.3830081301,30.382113821138212,9086.55211382114
CA,291 - HEART FAILURE & SHOCK W MCC,241,14144.743360995852,75212.3548547718,69.10788381742739,12845.130580912873
CA,292 - HEART FAILURE & SHOCK W CC,229,9597.93139737991,48669.88283842796,51.92576419213974,8417.490436681219
CA,293 - HEART FAILURE & SHOCK W/O CC/MCC,128,6814.835546875001,39500.17421875,20.484375,5627.3294531249985
CA,299 - PERIPHERAL VASCULAR DISORDERS W MCC,42,14060.146666666664,78434.59023809522,15.166666666666666,12397.330476190473
CA,300 - PERIPHERAL VASCULAR DISORDERS W CC,85,9405.037647058823,52006.817058823544,17.541176470588237,7946.971882352939
CA,301 - PERIPHERAL VASCULAR DISORDERS W/O CC/MCC,5,7154.946000000001,39354.516,11.8,5828.096
CA,302 - ATHEROSCLEROSIS W MCC,3,8190.593333333333,35228.71666666667,14.333333333333334,7636.400000000001
CA,303 - ATHEROSCLEROSIS W/O MCC,20,6027.9515,31925.033499999998,19.5,4896.7384999999995
CA,304 - HYPERTENSION W MCC,1,8620.07,48225.29,14.0,7543.21
CA,305 - HYPERTENSION W/O MCC,33,6343.6066666666675,38929.94484848485,18.393939393939394,5133.9051515151505
CA,308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,162,11511.5212962963,65600.95061728398,27.34567901234568,10202.947037037042
CA,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,179,7702.610949720668,44969.467318435745,29.921787709497206,6483.278156424577
CA,310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,133,5818.31037593985,34963.09939849623,24.037593984962406,4352.968796992482
CA,311 - ANGINA PECTORIS,8,5511.27,29258.479999999996,17.0,4317.378750000001
CA,312 - SYNCOPE & COLLAPSE,169,7724.404378698231,43712.03355029586,30.071005917159763,6447.282840236682
CA,313 - CHEST PAIN,147,6452.851020408164,37569.821088435376,33.48979591836735,5237.569319727889
CA,314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,131,18598.49526717556,103483.87412213745,24.81679389312977,16853.957633587786
CA,315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,33,10285.98878787879,61634.787878787865,15.848484848484848,8286.054545454546
CA,"326 - STOMACH, ESOPHAGEAL & DUODENAL PROC W MCC",15,67633.144,377573.0333333333,15.333333333333334,60269.80333333333
CA,"327 - STOMACH, ESOPHAGEAL & DUODENAL PROC W CC",15,29604.19533333333,162201.20000000007,21.933333333333334,25931.064666666673
CA,"328 - STOMACH, ESOPHAGEAL & DUODENAL PROC W/O CC/MCC",19,15448.992631578949,90092.55947368422,19.210526315789473,12668.944210526317
CA,329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,96,47361.14427083334,271892.41020833334,19.989583333333332,43973.091874999984
CA,330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,109,22591.656605504577,140356.14174311925,26.440366972477065,19990.33394495412
CA,331 - MAJOR SMALL & LARGE BOWEL PROCEDURES W/O CC/MCC,50,15299.110200000003,87597.4332,17.96,12535.574999999995
CA,333 - RECTAL RESECTION W CC,3,28085.976666666666,193657.99666666667,12.333333333333334,25514.429999999997
CA,335 - PERITONEAL ADHESIOLYSIS W MCC,4,44424.7625,225728.78999999998,13.25,37299.7125
CA,336 - PERITONEAL ADHESIOLYSIS W CC,20,22872.767,128254.76900000001,15.15,19619.672499999997
CA,337 - PERITONEAL ADHESIOLYSIS W/O CC/MCC,2,24952.04,153016.72,14.0,15463.25
CA,345 - MINOR SMALL & LARGE BOWEL PROCEDURES W CC,1,22675.33,115343.08,12.0,19952.67
CA,351 - INGUINAL & FEMORAL HERNIA PROCEDURES W CC,1,10360.67,48784.42,12.0,8864.5
CA,354 - HERNIA PROCEDURES EXCEPT INGUINAL & FEMORAL W CC,7,19262.15,107773.52714285713,15.0,15553.970000000001
CA,355 - HERNIA PROCEDURES EXCEPT INGUINAL & FEMORAL W/O CC/MCC,6,12137.088333333333,71310.88,12.333333333333334,9997.483333333334
CA,356 - OTHER DIGESTIVE SYSTEM O.R. PROCEDURES W MCC,4,39340.1675,207037.51249999998,13.0,35750.45
CA,357 - OTHER DIGESTIVE SYSTEM O.R. PROCEDURES W CC,3,23787.079999999998,134635.02333333332,14.666666666666666,20542.22333333333
CA,371 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W MCC,41,18149.035365853655,97808.77073170732,16.804878048780488,16310.474390243904
CA,372 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC,78,10461.37884615385,63685.211923076924,18.756410256410255,9259.59051282051
CA,373 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W/O CC/MCC,2,8655.265,43726.535,12.0,5214.38
CA,374 - DIGESTIVE MALIGNANCY W MCC,12,23932.610833333336,125341.30500000001,17.333333333333332,20201.696666666667
CA,375 - DIGESTIVE MALIGNANCY W CC,28,11902.03857142857,68994.91428571427,16.071428571428573,10111.487857142856
CA,377 - G.I. HEMORRHAGE W MCC,159,16063.767484276717,89799.89477987417,28.08805031446541,14849.59012578616
CA,378 - G.I. HEMORRHAGE W CC,204,9467.102598039215,50370.05534313726,46.122549019607845,8190.307352941178
CA,379 - G.I. HEMORRHAGE W/O CC/MCC,58,6538.299482758621,37911.00551724138,16.603448275862068,5051.369310344825
CA,380 - COMPLICATED PEPTIC ULCER W MCC,1,18199.64,138609.29,14.0,15496.93
CA,381 - COMPLICATED PEPTIC ULCER W CC,2,10110.725,67227.79000000001,16.5,8775.485
CA,384 - UNCOMPLICATED PEPTIC ULCER W/O MCC,2,7764.225,59177.96,12.0,6394.82
CA,385 - INFLAMMATORY BOWEL DISEASE W MCC,1,20386.62,166667.92,13.0,15941.08
CA,386 - INFLAMMATORY BOWEL DISEASE W CC,2,9537.885,68912.005,15.0,7889.389999999999
CA,388 - G.I. OBSTRUCTION W MCC,39,14791.976153846155,76764.14487179487,15.820512820512821,12764.077948717946
CA,389 - G.I. OBSTRUCTION W CC,138,8319.70927536232,49170.98159420291,25.152173913043477,6865.145217391305
CA,390 - G.I. OBSTRUCTION W/O CC/MCC,89,6165.167977528089,37667.79235955056,19.06741573033708,4495.00786516854
CA,"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",127,11945.113858267712,67028.46842519684,23.362204724409448,10409.312283464564
CA,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",233,7800.372875536483,40683.454978540765,49.742489270386265,6314.012660944204
CA,393 - OTHER DIGESTIVE SYSTEM DIAGNOSES W MCC,76,16831.91197368421,93389.12039473686,17.68421052631579,15104.92763157895
CA,394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,130,9187.955230769227,52160.978846153834,21.253846153846155,7792.471461538462
CA,395 - OTHER DIGESTIVE SYSTEM DIAGNOSES W/O CC/MCC,5,6437.242,40529.193999999996,15.8,4835.469999999999
CA,"405 - PANCREAS, LIVER & SHUNT PROCEDURES W MCC",8,75122.8625,354355.3975,25.125,65127.10125
CA,"406 - PANCREAS, LIVER & SHUNT PROCEDURES W CC",10,36087.733,191568.66499999998,30.1,29375.783000000007
CA,"407 - PANCREAS, LIVER & SHUNT PROCEDURES W/O CC/MCC",3,24567.056666666667,154379.53,15.0,20984.45
CA,417 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W MCC,47,21677.688723404262,135121.4325531915,16.27659574468085,20085.674893617022
CA,418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,52,14673.437115384613,94581.52576923076,16.326923076923077,12593.828076923079
CA,419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,35,10693.60514285714,68207.60342857141,15.771428571428572,8624.173142857142
CA,423 - OTHER HEPATOBILIARY OR PANCREAS O.R. PROCEDURES W MCC,2,62574.045,353457.86,11.0,53782.455
CA,432 - CIRRHOSIS & ALCOHOLIC HEPATITIS W MCC,27,21417.86814814815,106220.74703703703,15.666666666666666,18835.085925925927
CA,433 - CIRRHOSIS & ALCOHOLIC HEPATITIS W CC,1,7872.58,35628.92,12.0,7068.17
CA,435 - MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS W MCC,29,19292.455517241382,94298.1096551724,18.0,15815.199655172413
CA,436 - MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS W CC,9,12172.706666666669,64322.59777777778,13.777777777777779,10377.225555555555
CA,438 - DISORDERS OF PANCREAS EXCEPT MALIGNANCY W MCC,29,17551.76965517241,81868.03482758622,15.827586206896552,15218.936206896557
CA,439 - DISORDERS OF PANCREAS EXCEPT MALIGNANCY W CC,58,10001.100689655173,53789.20413793103,16.79310344827586,7384.771034482759
CA,440 - DISORDERS OF PANCREAS EXCEPT MALIGNANCY W/O CC/MCC,16,6188.9293750000015,34890.79625,15.1875,4857.059374999999
CA,"441 - DISORDERS OF LIVER EXCEPT MALIG,CIRR,ALC HEPA W MCC",67,18426.115820895524,91156.53358208956,22.313432835820894,16398.1323880597
CA,"442 - DISORDERS OF LIVER EXCEPT MALIG,CIRR,ALC HEPA W CC",59,9949.186949152543,48086.66389830509,18.47457627118644,8489.332372881358
CA,"443 - DISORDERS OF LIVER EXCEPT MALIG,CIRR,ALC HEPA W/O CC/MCC",1,7352.62,21417.23,13.0,6784.62
CA,444 - DISORDERS OF THE BILIARY TRACT W MCC,22,16545.194090909095,94705.54000000002,14.772727272727273,14696.997727272725
CA,445 - DISORDERS OF THE BILIARY TRACT W CC,35,10310.823428571428,63248.508285714284,14.885714285714286,8758.809714285711
CA,446 - DISORDERS OF THE BILIARY TRACT W/O CC/MCC,2,6715.094999999999,40430.18,13.5,5353.825
CA,453 - COMBINED ANTERIOR/POSTERIOR SPINAL FUSION W MCC,5,108360.532,608891.794,16.2,99384.714
CA,454 - COMBINED ANTERIOR/POSTERIOR SPINAL FUSION W CC,20,74744.334,391615.5275,32.15,69586.75700000001
CA,455 - COMBINED ANTERIOR/POSTERIOR SPINAL FUSION W/O CC/MCC,13,57073.21307692308,286763.1407692308,25.615384615384617,50512.97307692307
CA,456 - SPINAL FUS EXC CERV W SPINAL CURV/MALIG/INFEC OR 9+ FUS W MCC,2,127046.48000000001,705108.09,20.0,118383.075
CA,457 - SPINAL FUS EXC CERV W SPINAL CURV/MALIG/INFEC OR EXT FUS W CC,9,69652.97333333334,381158.13666666666,24.77777777777778,65301.137777777774
CA,458 - SPINAL FUS EXC CERV W SPINAL CURV/MALIG/INFEC OR 9+ FUS W/O CC/MCC,1,41819.18,128742.82,11.0,35210.0
CA,459 - SPINAL FUSION EXCEPT CERVICAL W MCC,6,64242.37333333333,340882.7083333333,13.0,61740.15
CA,460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,101,34922.141386138595,180544.6347524752,43.99009900990099,30738.67029702972
CA,462 - BILATERAL OR MULTIPLE MAJOR JOINT PROCS OF LOWER EXTREMITY W/O MCC,9,32274.346666666665,180113.9788888889,39.888888888888886,28724.49111111111
CA,"463 - WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W MCC",3,70404.10666666667,440166.45,16.0,62403.823333333334
CA,"464 - WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W CC",10,31224.231,174463.082,18.8,27750.661000000004
CA,"465 - WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W/O CC/MCC",1,27376.07,204842.14,14.0,24159.79
CA,466 - REVISION OF HIP OR KNEE REPLACEMENT W MCC,4,55099.322499999995,309266.5725,15.5,50075.5025
CA,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,41,29309.62951219512,165772.82658536587,26.341463414634145,26812.66975609756
CA,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,34,24190.652352941175,128736.85588235293,23.38235294117647,20815.434117647055
CA,469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,72,27930.470555555556,167625.8997222222,17.73611111111111,25571.00583333334
CA,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,236,19393.449110169477,91777.90351694915,134.0,15819.213983050859
CA,471 - CERVICAL SPINAL FUSION W MCC,2,59349.555,302120.0,15.0,50450.18
CA,472 - CERVICAL SPINAL FUSION W CC,33,26632.722727272725,141023.18575757576,19.78787878787879,22024.83515151515
CA,473 - CERVICAL SPINAL FUSION W/O CC/MCC,51,19845.452352941174,116203.87686274509,24.647058823529413,16857.928823529415
CA,477 - BIOPSIES OF MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W MCC,1,27591.77,226294.08,13.0,24751.69
CA,478 - BIOPSIES OF MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W CC,5,20707.489999999998,138301.58000000002,17.0,18437.916
CA,480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC,84,25346.698571428562,155573.29809523807,18.214285714285715,23729.11964285715
CA,481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,165,16888.15563636363,100730.11636363639,32.57575757575758,15408.845272727269
CA,482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,67,14055.891940298508,84439.70761194028,17.17910447761194,12501.93134328358
CA,483 - MAJOR JOINT/LIMB REATTACHMENT PROCEDURE OF UPPER EXTREMITIES,77,20695.011038961038,106664.61701298703,30.38961038961039,18603.610779220773
CA,488 - KNEE PROCEDURES W/O PDX OF INFECTION W CC/MCC,1,23326.5,173303.29,14.0,20424.57
CA,489 - KNEE PROCEDURES W/O PDX OF INFECTION W/O CC/MCC,2,14672.2,112186.055,14.5,12315.14
CA,"493 - LOWER EXTREM & HUMER PROC EXCEPT HIP,FOOT,FEMUR W CC",43,18316.309069767445,121058.97558139534,16.209302325581394,16214.149069767445
CA,"494 - LOWER EXTREM & HUMER PROC EXCEPT HIP,FOOT,FEMUR W/O CC/MCC",26,14340.936153846154,97201.49961538463,15.192307692307692,12079.32846153846
CA,496 - LOCAL EXCISION & REMOVAL INT FIX DEVICES EXC HIP & FEMUR W CC,3,20150.52666666667,131915.57,14.333333333333334,16845.323333333334
CA,497 - LOCAL EXCISION & REMOVAL INT FIX DEVICES EXC HIP & FEMUR W/O CC/MCC,1,18000.67,123848.67,12.0,13064.42
CA,501 - SOFT TISSUE PROCEDURES W CC,2,15140.8,112141.4,13.0,12266.01
CA,502 - SOFT TISSUE PROCEDURES W/O CC/MCC,1,17134.0,120721.0,15.0,12387.13
CA,"512 - SHOULDER,ELBOW OR FOREARM PROC,EXC MAJOR JOINT PROC W/O CC/MCC",1,10976.69,55250.62,13.0,8559.0
CA,515 - OTHER MUSCULOSKELET SYS & CONN TISS O.R. PROC W MCC,2,35480.77,259028.06,13.5,33146.835
CA,516 - OTHER MUSCULOSKELET SYS & CONN TISS O.R. PROC W CC,17,19788.57882352941,121589.6205882353,16.058823529411764,17962.37
CA,517 - OTHER MUSCULOSKELET SYS & CONN TISS O.R. PROC W/O CC/MCC,5,18400.966,93314.52,11.8,16071.726
CA,518 - BACK & NECK PROC EXC SPINAL FUSION W MCC OR DISC DEVICE/NEUROSTIM,4,23909.8025,139190.655,17.75,22400.5825
