Provider State,DRG Definition,Provider Id,Average Total Payments,Average Covered Charges,Average Medicare Payments,Total Discharges
CT,312 - SYNCOPE & COLLAPSE,26,6045.191923,18957.58385,4726.969615,71.30769231
CT,313 - CHEST PAIN,22,4672.695,15638.92818,3445.505455,49.59090909
CT,314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,15,16267.04667,49206.99133,14578.97667,28.53333333
CT,315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,9,8463.425556,27021.38778,6916.1,22
CT,329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,20,43329.029,125095.7275,40291.491,23.1
CT,330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,21,21126.16952,64491.68667,18376.53857,32.19047619
CT,331 - MAJOR SMALL & LARGE BOWEL PROCEDURES W/O CC/MCC,13,14029.50615,43434.2,10826.99,20.69230769
CT,372 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC,17,9974.955882,29181.23412,8625.898235,24.29411765
CT,377 - G.I. HEMORRHAGE W MCC,21,15008.1019,45478.73714,13423.15476,38.42857143
CT,378 - G.I. HEMORRHAGE W CC,28,8189.74,24224.3625,6839.0775,76.64285714
CT,379 - G.I. HEMORRHAGE W/O CC/MCC,18,5809.577222,16703.05833,4414.316667,24.27777778
CT,389 - G.I. OBSTRUCTION W CC,23,7605.371739,22098.26696,6202.30913,27.7826087
CT,390 - G.I. OBSTRUCTION W/O CC/MCC,20,5465.9305,16307.601,3890.355,25.25
CT,"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",18,10459.70389,31333.99611,9024.793889,31.77777778
CT,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",28,6213.552143,19595.99214,4719.68,94.71428571
CT,394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,19,8241.031579,24007.17632,6686.888947,33.94736842
CT,418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,8,14190.7575,42485.2925,12028.8875,14.375
CT,439 - DISORDERS OF PANCREAS EXCEPT MALIGNANCY W CC,9,8199.44,24257.78444,6497.132222,22.55555556
CT,460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,20,31597.0665,79563.2755,27963.066,37.8
CT,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,8,26537.5375,65418.7225,24847.42875,19.125
CT,469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,14,28393.61714,78105.00143,25238.655,19.85714286
CT,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,27,17087.7637,44463.72778,14363.40185,201.037037
CT,473 - CERVICAL SPINAL FUSION W/O CC/MCC,8,18170.71875,35943.1925,15349.22625,19.25
CT,480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC,15,24821.448,77762.90533,22789.804,21.26666667
CT,481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,26,15085.54346,42600.69654,13740.91769,43.5
CT,482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,11,13074.10727,39431.36182,11585.83364,17.72727273
CT,484 - MAJOR JOINT & LIMB REATTACHMENT PROC OF UPPER EXTREMITY W/O CC/MCC,9,17900.82,49779.14667,16089.15,20.44444444
CT,491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,9,9028.678889,27418.17222,6829.475556,23.11111111
CT,536 - FRACTURES OF HIP & PELVIS W/O MCC,12,6353.961667,21371.11917,4605.584167,19.91666667
CT,552 - MEDICAL BACK PROBLEMS W/O MCC,19,7055.939474,23828.53789,5606.057895,38.73684211
CT,"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",12,6600.9175,23207.6525,4851.314167,21.91666667
CT,602 - CELLULITIS W MCC,16,12492.07563,35219.355,10729.61063,20.6875
CT,603 - CELLULITIS W/O MCC,29,6776.559655,17589.42897,5348.342069,71.20689655
CT,637 - DIABETES W MCC,8,12825.72375,41287.79875,10472.33375,25
CT,638 - DIABETES W CC,20,6848.1505,21976.9595,5542.03,30.85
CT,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",22,9343.99,27794.41682,7967.004545,36.22727273
CT,"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",29,5611.628966,17088.82621,4395.674138,60.62068966
CT,682 - RENAL FAILURE W MCC,27,13361.64778,37069.49519,11490.07148,50.7037037
CT,683 - RENAL FAILURE W CC,28,7981.599643,21633.28536,6636.399643,70
CT,684 - RENAL FAILURE W/O CC/MCC,12,5756.535833,16794.49833,4170.053333,22.33333333
CT,689 - KIDNEY & URINARY TRACT INFECTIONS W MCC,25,9370.2416,25844.2284,8100.3076,54.2
CT,690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,30,6182.948333,17156.26867,5068.709667,87.86666667
CT,698 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W MCC,16,13136.6825,34197.69688,11590.34313,34.25
CT,699 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W CC,10,8541.901,23014.025,7275.341,32.5
CT,811 - RED BLOOD CELL DISORDERS W MCC,16,11233.91813,34223.64063,9831.8825,21
CT,812 - RED BLOOD CELL DISORDERS W/O MCC,24,6648.957083,19924.64,5408.6225,40.625
CT,853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,20,46269.667,124126.6455,42333.833,33.3
CT,870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,12,51842.89,141748.6442,46490.76333,25
CT,871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,28,15161.91286,38745.8075,13685.82964,212.3214286
CT,872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,27,8894.162593,25068.80259,7524.867037,72.18518519
CT,885 - PSYCHOSES,2,11793.43,43569.5,8839.615,104
CT,897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,21,5952.420476,23250.86619,4551.990476,29.57142857
CT,917 - POISONING & TOXIC EFFECTS OF DRUGS W MCC,11,13430.80636,42020.35273,11569.83091,21.27272727
CT,918 - POISONING & TOXIC EFFECTS OF DRUGS W/O MCC,14,5404.766429,19262.29429,4248.636429,24.07142857
CT,948 - SIGNS & SYMPTOMS W/O MCC,18,6018.415556,20377.37,4625.870556,27.77777778
DC,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,1,8891.42,45021.76,7186.21,33
DC,057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,3,10788.97667,36488.69667,7659.77,30
DC,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,4,19536.925,78163.06,15739.6525,64.5
DC,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC OR TPA IN 24 HRS,6,11624.71167,40676.48333,8643.388333,62
DC,066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,5,7278.896,28874.586,5186.154,47.2
DC,069 - TRANSIENT ISCHEMIA,6,7085.775,24164.16,5297.291667,30.33333333
DC,074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,4,7674.3525,23965.245,6030.805,15.5
DC,100 - SEIZURES W MCC,2,13852.045,33412.385,12120.765,31
DC,101 - SEIZURES W/O MCC,6,7831.683333,24652.74,5703.895,34.5
DC,176 - PULMONARY EMBOLISM W/O MCC,5,9266.482,26421.614,6863.088,31.4
DC,177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,3,19044.25667,62036.30333,15417.95333,16.66666667
DC,178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,4,12895.4625,35288.06,10383.6375,19.25
DC,189 - PULMONARY EDEMA & RESPIRATORY FAILURE,6,11630.50167,36496.04333,9686.188333,26.83333333
DC,190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,6,12266.46833,36324.19667,9697.19,46
DC,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,6,9632.355,26997.30167,7553.046667,45.33333333
DC,192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,6,6589.056667,19070.24833,5094.926667,47.5
DC,193 - SIMPLE PNEUMONIA & PLEURISY W MCC,7,14966.63857,47971.88571,12219.91,37.85714286
DC,194 - SIMPLE PNEUMONIA & PLEURISY W CC,7,9680.138571,28886.12429,7423.815714,62.57142857
DC,195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,5,6326.364,16298.58,4480.506,35.4
DC,202 - BRONCHITIS & ASTHMA W CC/MCC,3,7170.473333,18948.23,5555.62,25.33333333
DC,207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,5,58823.96,195938.426,50072.552,20.8
DC,208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,5,21900.218,75162.524,19168.652,27.2
DC,238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,4,29609.025,96865.5625,25803.15,31.5
DC,243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,1,22574,76087.42,20707.44,43
DC,244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,1,17955.81,53731.49,15409.25,57
DC,246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,1,27940.54,97586.44,24726.37,136
DC,247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,2,18159.28,67140.925,15733.87,160
DC,251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,2,18167.635,75152.61,15406.97,130
DC,252 - OTHER VASCULAR PROCEDURES W MCC,5,30004.41,87280.95,25485.106,55.4
DC,253 - OTHER VASCULAR PROCEDURES W CC,4,24783.115,90104.395,21360.735,37.5
DC,254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,4,14958.045,59374.9025,12725.6275,26.25
DC,"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",3,14776.87333,45886.13667,13388.19,58
DC,"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",2,11061.15,43737.47,8016.525,54.5
DC,"282 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W/O CC/MCC",2,7362.95,30923.895,5381.075,34.5
DC,"286 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W MCC",2,18864.725,54656.925,16449.985,104
DC,"287 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W/O MCC",5,11894.716,46412.232,8866.598,91.6
DC,291 - HEART FAILURE & SHOCK W MCC,7,16303.25286,49680.56,12923.72571,74.71428571
DC,292 - HEART FAILURE & SHOCK W CC,7,9963.254286,30236.55571,7789.591429,111.2857143
DC,293 - HEART FAILURE & SHOCK W/O CC/MCC,6,6364.735,19844.79667,4867.506667,53.83333333
DC,300 - PERIPHERAL VASCULAR DISORDERS W CC,5,11285.574,32267.002,7713.296,33.2
DC,303 - ATHEROSCLEROSIS W/O MCC,1,5403.57,15325.21,3597.4,63
DC,305 - HYPERTENSION W/O MCC,5,6628.91,22839.124,4427.746,24.4
DC,308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,4,11878.025,37181.465,9440.7325,31.25
DC,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,6,7902.046667,25387.86333,6043.666667,35
DC,310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,5,5075.9,16493.756,3288.812,53.8
DC,312 - SYNCOPE & COLLAPSE,7,6957.148571,20745.65714,5206.602857,56.85714286
DC,313 - CHEST PAIN,6,5569.808333,17835.95167,4055.968333,68.66666667
DC,314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,5,22625.44,67679.828,17468.782,56.2
DC,315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,3,10387.06333,39866.86667,7676.65,25.33333333
DC,329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,4,53594.69,161749.0225,44671.1,25
DC,330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,5,24781.438,84919.89,19571.77,41
DC,331 - MAJOR SMALL & LARGE BOWEL PROCEDURES W/O CC/MCC,4,14935.79,53013.705,10807.8375,25.25
DC,372 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC,4,11676.175,38832.2,9412.1225,22.75
DC,377 - G.I. HEMORRHAGE W MCC,6,19768.67833,60696.825,16510.95333,37.83333333
DC,378 - G.I. HEMORRHAGE W CC,7,9841.8,32845.78,7681.492857,61.28571429
DC,379 - G.I. HEMORRHAGE W/O CC/MCC,6,6970.741667,21442.57833,5041.545,29.33333333
DC,389 - G.I. OBSTRUCTION W CC,3,8956.656667,32423.12333,6630.063333,34.66666667
DC,390 - G.I. OBSTRUCTION W/O CC/MCC,4,5662.9175,16284.4075,3987.42,30.75
DC,"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",5,16471.102,48251.688,13532.24,37.6
DC,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",7,7305.224286,21569.27857,5229.428571,97.14285714
DC,394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,5,9219.544,24565.42,6779.688,24.2
DC,418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,1,16795.33,64429.33,11071.48,21
DC,439 - DISORDERS OF PANCREAS EXCEPT MALIGNANCY W CC,4,9906.885,27541.9275,7221.575,20
DC,460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,5,33226.73,109568.696,28281.87,55.4
DC,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,2,29530.795,81362.065,24351.435,16.5
DC,469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,1,30512.55,124711.73,27502,11
DC,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,6,19320.76167,59146.56833,15651.515,190.1666667
DC,473 - CERVICAL SPINAL FUSION W/O CC/MCC,4,18591.5075,77461.1625,14563.935,26.5
DC,480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC,2,26682.055,99722.325,22670.15,14
DC,481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,4,17457.4,71147.6975,14151.3325,23.75
DC,482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,3,12886.71667,55389.89333,10919.71333,17.66666667
DC,484 - MAJOR JOINT & LIMB REATTACHMENT PROC OF UPPER EXTREMITY W/O CC/MCC,3,17308.48667,68416.96667,13957.31333,21.33333333
DC,491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,4,9438.9025,39657.1125,6500.9575,28
DC,536 - FRACTURES OF HIP & PELVIS W/O MCC,3,6131.08,22993.52667,4165.556667,14.66666667
DC,552 - MEDICAL BACK PROBLEMS W/O MCC,4,8251.44,23593.295,6135.865,34
DC,"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",1,6821.26,19696.26,5267.68,19
DC,602 - CELLULITIS W MCC,2,14617.075,43833.11,10743.405,17.5
DC,603 - CELLULITIS W/O MCC,7,8023.091429,19888.34571,5999.047143,51.42857143
DC,637 - DIABETES W MCC,3,14682.27667,36287.80333,11821.12333,21.66666667
DC,638 - DIABETES W CC,6,8355.466667,25257.22,6214.821667,38.16666667
DC,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",6,11889.02167,32210.49833,9543.658333,56.33333333
DC,"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",7,6888.591429,21875.41857,4957.904286,63.14285714
DC,682 - RENAL FAILURE W MCC,7,17493.14714,47572.02571,14340.46714,54.85714286
DC,683 - RENAL FAILURE W CC,7,9467.672857,26129.14286,7328.551429,73
DC,684 - RENAL FAILURE W/O CC/MCC,4,5593.9075,16654.1625,4077.2725,26
DC,689 - KIDNEY & URINARY TRACT INFECTIONS W MCC,6,11550.01,35747.195,9037.985,27.16666667
DC,690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,7,7730.627143,24139.48571,5534.671429,80.85714286
DC,698 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W MCC,2,15875.99,55737.18,12813.025,36.5
DC,699 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W CC,4,9259.0875,30920.3425,7090.16,29.5
DC,811 - RED BLOOD CELL DISORDERS W MCC,5,14085.796,43895.564,10670.592,23.6
DC,812 - RED BLOOD CELL DISORDERS W/O MCC,7,7522.095714,20203.74286,5683.57,65.28571429
DC,853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,5,59280.128,188245.394,52880.094,29.2
DC,870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,3,60427.73667,175247.7667,51770.09,22
DC,871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,7,19017.55857,59038.80429,15552.5,84.85714286
DC,872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,6,11249.15333,34309.10167,8361.043333,28.83333333
DC,885 - PSYCHOSES,3,10268.96667,17211.26667,7863.333333,120
DC,897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,3,6526.453333,20709.06667,4897.996667,33.33333333
DC,917 - POISONING & TOXIC EFFECTS OF DRUGS W MCC,1,14722.58,62023.26,11016.11,19
DC,918 - POISONING & TOXIC EFFECTS OF DRUGS W/O MCC,2,6123.255,23282.345,4524.155,24
DC,948 - SIGNS & SYMPTOMS W/O MCC,6,6962.81,22229.17167,5229.413333,32.33333333
DE,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,3,7325.436667,24846.70333,5775.52,48.66666667
DE,057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,2,7849.285,19595.53,5875.595,61.5
DE,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,6,13847.43667,33525.19667,12315.81833,52.16666667
DE,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC OR TPA IN 24 HRS,6,8412.536667,24839.77167,6819.048333,84.66666667
DE,066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,6,5974.33,18355.405,4688.261667,49.66666667
DE,069 - TRANSIENT ISCHEMIA,6,5628.468333,16685.39333,4243.205,64.33333333
DE,074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,2,6856.375,15312.235,5413.54,32.5
DE,100 - SEIZURES W MCC,1,13175.38,32052.49,11270.54,72
DE,101 - SEIZURES W/O MCC,5,5703.722,15760.3,4732.036,45
DE,176 - PULMONARY EMBOLISM W/O MCC,3,7313.173333,21614.99,5856.31,48.33333333
DE,177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,6,14526.24,34883.82,13310.83333,50.83333333
DE,178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,4,10411.6875,22698.74,9105.6225,42
DE,189 - PULMONARY EDEMA & RESPIRATORY FAILURE,6,9615.636667,24291.91333,8303.011667,81.16666667
DE,190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,6,8940.92,21048.58167,7342.341667,119.6666667
DE,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,6,6957.693333,17772.22667,5734.061667,89
DE,192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,6,5396.001667,14074.85667,3878.145,64
DE,193 - SIMPLE PNEUMONIA & PLEURISY W MCC,6,10887.15333,25375.24333,9597.613333,149.5
DE,194 - SIMPLE PNEUMONIA & PLEURISY W CC,6,7392.923333,17858.25667,6046.78,120.1666667
DE,195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,6,5271.666667,13960.97833,3910.305,48.33333333
DE,202 - BRONCHITIS & ASTHMA W CC/MCC,6,6496.901667,16026.46,5132.663333,33.16666667
DE,207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,4,41799.29,104757.6375,38660.87,31
DE,208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,6,18146.39,51264.425,15887.80667,49.83333333
DE,238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,2,25298.66,73740.67,21030.165,70.5
DE,243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,4,19699.53,49362.0075,17899.825,29
DE,244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,3,14353.91,40703.34,12825.39667,23.33333333
DE,246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,5,25688.234,81379.052,23954.032,27.6
DE,247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,5,16283.478,58001.618,13205.62,85.6
DE,251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,3,15398.74,52008.14,12893.69667,22
DE,252 - OTHER VASCULAR PROCEDURES W MCC,3,25440.45,80928.94333,23351.90333,31.33333333
DE,253 - OTHER VASCULAR PROCEDURES W CC,3,20794.41333,61872.88,17586.21,43.33333333
DE,254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,2,13095.875,44887.125,10273.06,57
DE,"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",6,12920.725,32105.35167,11536.025,38.66666667
DE,"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",6,8312.923333,24788.23833,6714.275,29
DE,"282 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W/O CC/MCC",4,5692.6575,18821.125,4176.455,18
DE,"286 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W MCC",5,15926.538,40056.692,13802.05,27.8
DE,"287 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W/O MCC",5,8234.13,27520.872,6381.984,74.8
DE,291 - HEART FAILURE & SHOCK W MCC,6,11235.61333,26157.20667,10010.28667,144.6666667
DE,292 - HEART FAILURE & SHOCK W CC,6,7336,18157.35833,6190.056667,138.8333333
DE,293 - HEART FAILURE & SHOCK W/O CC/MCC,6,4929.043333,13232.76667,3970.803333,45.66666667
DE,300 - PERIPHERAL VASCULAR DISORDERS W CC,6,7096.65,19698.67167,5952.945,24.5
DE,303 - ATHEROSCLEROSIS W/O MCC,2,4797.4,13031.175,3841.91,17.5
DE,305 - HYPERTENSION W/O MCC,2,4555.36,12234.295,3209.095,26.5
DE,308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,6,9596.625,24888.45333,8292.798333,49
DE,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,6,6207.183333,17208.05667,4835.778333,63.66666667
DE,310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,6,4082.275,12175.75,2975.28,64.33333333
DE,312 - SYNCOPE & COLLAPSE,6,5458.576667,16666.16,4158.301667,88.83333333
DE,313 - CHEST PAIN,4,4284.305,12850.7625,3009.045,54
DE,314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,5,15679.3,39639.98,13682.408,34
DE,315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,2,7534.915,19064.64,6192.875,38
DE,329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,5,41721.416,96539.674,39310.358,32.6
DE,330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,6,21506.74833,60594.71667,18096.57833,39.83333333
DE,331 - MAJOR SMALL & LARGE BOWEL PROCEDURES W/O CC/MCC,3,12440.15667,38555.31667,9391.646667,42.33333333
DE,372 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC,5,8782.778,22385.508,7480.786,32.4
DE,377 - G.I. HEMORRHAGE W MCC,6,13650.30333,34267.57333,12470.29,38.16666667
DE,378 - G.I. HEMORRHAGE W CC,6,7430.021667,20626.52,6264.128333,103.1666667
DE,379 - G.I. HEMORRHAGE W/O CC/MCC,5,5313.434,14042.404,3810.13,36.8
DE,389 - G.I. OBSTRUCTION W CC,5,7013.632,17102.85,5450.234,36.8
DE,390 - G.I. OBSTRUCTION W/O CC/MCC,3,4707.393333,13633.18,3248.293333,58
DE,"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",4,8964.1025,22178.3175,7270.2225,44.5
DE,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",6,5464.808333,16123.68333,4290.813333,117.5
DE,394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,5,7195.622,20544.51,5957.09,33
DE,418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,2,11989.99,36734.505,10109.395,35
DE,439 - DISORDERS OF PANCREAS EXCEPT MALIGNANCY W CC,4,7880.0475,21729.86,6474.815,24.25
DE,460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,3,27128.41667,59243.83667,24368.96333,141.3333333
DE,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,1,23903.37,50297.65,20773.75,81
DE,469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,2,22084.15,50260.77,18194.265,36
DE,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,6,15260.20667,38582.55,13335.84833,316.3333333
DE,473 - CERVICAL SPINAL FUSION W/O CC/MCC,3,14397.73,40549.11,12816.09,37
DE,480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC,3,21266.68333,54354.81333,19793.78,21.66666667
DE,481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,5,13784.81,38611.324,12438.808,49.4
DE,482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,3,10715.13667,30060.13,9332.526667,33.33333333
DE,484 - MAJOR JOINT & LIMB REATTACHMENT PROC OF UPPER EXTREMITY W/O CC/MCC,3,14050.83,35226.47,12552.09667,20
DE,491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,2,7628.535,21039.7,6143.065,37.5
DE,536 - FRACTURES OF HIP & PELVIS W/O MCC,3,5086.133333,14449.56333,3536.103333,37.66666667
DE,552 - MEDICAL BACK PROBLEMS W/O MCC,3,6472.243333,17628.96667,4512.063333,73.66666667
DE,"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",3,5607.793333,13615.45667,4119.603333,30.66666667
DE,602 - CELLULITIS W MCC,3,11296.75333,31561.91,9675.203333,32
DE,603 - CELLULITIS W/O MCC,6,6250.325,15567.08667,4853.613333,91.66666667
DE,637 - DIABETES W MCC,2,11202.51,25508.885,9857.485,34.5
DE,638 - DIABETES W CC,5,6053.108,17374.66,4705.86,44.2
DE,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",6,8222.286667,22179.50167,7216.651667,40
DE,"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",5,5163.786,13700.624,3877.27,69
